account_id,phone,device_id,ip_address,email,account_created_at,account_status,is_fraud_ring
ACC0226,(686)602-5922x2206,DEVR3U95096,192.168.228.123,courtney12@example.org,2024-07-03T23:21:09.706974,active,ring_3
ACC0227,001-940-877-7809x73397,DEVR3U66557,172.16.53.216,nicoleramirez@example.net,2025-07-26T18:49:02.247302,active,ring_3
ACC0228,602.720.5020,DEVR3U78425,10.213.123.96,evanmitchell@example.net,2025-10-28T13:25:43.621519,active,ring_3
ACC0229,+1-898-327-9501x455,DEVR3U65139,172.18.19.223,thomas14@example.com,2025-07-05T10:29:09.316311,active,ring_3
ACC0230,733.690.1981x79469,DEVR3V58546,192.168.181.44,christinacrawford@example.net,2025-09-16T19:12:28.101409,active,no
ACC0231,829.834.3010x7139,DEVR3V15693,10.108.183.142,davidsonhannah@example.com,2026-01-05T15:17:04.012139,active,no
ACC0232,448-585-0155x6990,DEVR3V79444,172.31.84.218,probles@example.org,2025-06-03T13:07:29.238319,active,no
ACC0233,+1-278-557-6084x9588,DEVR3V66224,192.168.181.10,montesjuan@example.org,2025-02-23T21:45:38.237915,active,no
ACC0234,(882)399-6291x4504,DEVR3V40079,172.27.228.3,tgallegos@example.org,2025-07-04T01:41:13.382707,active,no
ACC0235,(915)403-1780,DEVR3V73192,10.247.137.162,kimberly21@example.net,2025-10-18T04:51:01.622868,active,no
ACC0236,(230)376-8104,DEVR3E59969,172.17.121.250,meyerdonna@example.com,2024-07-17T05:40:06.194875,active,no
ACC0237,001-443-653-3448x57142,DEVR3E55943,10.52.106.136,amydunn@example.com,2024-10-08T14:09:17.005309,active,no
ACC0238,001-449-232-1495x870,DEVR3E87207,172.17.157.85,reyeschristopher@example.com,2024-11-03T18:54:51.431771,active,no
ACC0239,+1-354-953-8179x217,DEVR4A,192.168.228.68,gabrielle77@example.org,2026-04-25T17:07:51.381705,active,ring_4
ACC0240,(994)256-2557,DEVR4B,192.168.228.68,alvarezmichael@example.com,2026-02-13T12:52:23.555549,active,ring_4
ACC0241,959-892-8161x5814,DEVR4A,192.168.228.68,pallen@example.net,2024-10-20T19:32:27.114052,active,ring_4
ACC0242,361.953.9669x5832,DEVR4B,192.168.228.68,vargassteven@example.net,2024-09-07T20:35:08.427912,active,ring_4
ACC0243,324.561.9196x570,DEVR4A,192.168.228.68,paigeberger@example.net,2026-01-19T09:18:04.968650,active,ring_4
ACC0244,001-622-878-4699x73354,DEVR4V61792,192.168.176.67,aguilarcheryl@example.net,2025-04-10T10:30:59.723576,active,no
ACC0245,(340)658-0085,DEVR4V63143,10.201.221.137,jennifer66@example.com,2025-07-18T01:59:44.296321,active,no
ACC0246,+1-327-223-8656x24220,DEVR4V86818,10.249.48.234,iproctor@example.org,2024-10-05T13:18:01.824741,active,no
ACC0247,(479)869-2786x87653,DEVR4E36255,192.168.255.14,jenniferadams@example.net,2025-08-08T22:43:10.318387,active,no
